[24/11/2025 07:22:49] === RELATÓRIO LIMPO ===
[24/11/2025 07:22:49] Relatório limpo em: 24/11/2025 07:22:49
[24/11/2025 07:30:31] ORDENAÇÃO - 951 clientes ordenados em 0 milissegundos
[24/11/2025 07:31:40] ORDENAÇÃO - 951 clientes ordenados em 1 milissegundos
[24/11/2025 07:32:21] ORDENAÇÃO - 951 clientes ordenados em 0 milissegundos
[24/11/2025 07:32:37] === SISTEMA INICIADO ===
[24/11/2025 07:32:37] Sistema iniciado em: 24/11/2025 07:32:37
[24/11/2025 07:32:37] ADIÇÃO - Cliente: Theobald | CPF: 190.41.228.157 | Prioridade: 952 | Data: 2025-11-24 | Hora: 17:38
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Cherrita | CPF: 205.127.22.75 | Prioridade: 948 | Data: 2025-12-05 | Hora: 18:16
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Cherrita | CPF: 205.127.22.75 | Prioridade: 948 | Data: 2025-12-05 | Hora: 18:16
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Dora | CPF: 8.131.254.0 | Prioridade: 171 | Data: 2025-12-05 | Hora: 18:40
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Dora | CPF: 8.131.254.0 | Prioridade: 171 | Data: 2025-12-05 | Hora: 18:40
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Neddie | CPF: 70.199.8.19 | Prioridade: 648 | Data: 2025-12-05 | Hora: 18:44
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Neddie | CPF: 70.199.8.19 | Prioridade: 648 | Data: 2025-12-05 | Hora: 18:44
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Pearla | CPF: 218.83.58.68 | Prioridade: 335 | Data: 2025-12-05 | Hora: 19:07
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Pearla | CPF: 218.83.58.68 | Prioridade: 335 | Data: 2025-12-05 | Hora: 19:07
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lira | CPF: 214.106.86.163 | Prioridade: 442 | Data: 2025-12-05 | Hora: 20:19
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lira | CPF: 214.106.86.163 | Prioridade: 442 | Data: 2025-12-05 | Hora: 20:19
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Codi | CPF: 124.97.252.243 | Prioridade: 116 | Data: 2025-12-05 | Hora: 20:37
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Codi | CPF: 124.97.252.243 | Prioridade: 116 | Data: 2025-12-05 | Hora: 20:37
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Heywood | CPF: 5.32.211.183 | Prioridade: 128 | Data: 2025-12-05 | Hora: 21:09
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Heywood | CPF: 5.32.211.183 | Prioridade: 128 | Data: 2025-12-05 | Hora: 21:09
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Jennie | CPF: 94.205.100.80 | Prioridade: 810 | Data: 2025-12-05 | Hora: 21:19
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Jennie | CPF: 94.205.100.80 | Prioridade: 810 | Data: 2025-12-05 | Hora: 21:19
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ddene | CPF: 62.43.97.28 | Prioridade: 995 | Data: 2025-12-05 | Hora: 21:30
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ddene | CPF: 62.43.97.28 | Prioridade: 995 | Data: 2025-12-05 | Hora: 21:30
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Anna-diana | CPF: 160.183.131.98 | Prioridade: 136 | Data: 2025-12-05 | Hora: 21:31
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Anna-diana | CPF: 160.183.131.98 | Prioridade: 136 | Data: 2025-12-05 | Hora: 21:31
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Delphine | CPF: 213.238.112.199 | Prioridade: 954 | Data: 2025-12-05 | Hora: 21:58
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Delphine | CPF: 213.238.112.199 | Prioridade: 954 | Data: 2025-12-05 | Hora: 21:58
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Laural | CPF: 229.228.112.79 | Prioridade: 809 | Data: 2025-12-05 | Hora: 22:18
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Laural | CPF: 229.228.112.79 | Prioridade: 809 | Data: 2025-12-05 | Hora: 22:18
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Bertrand | CPF: 118.161.11.46 | Prioridade: 69 | Data: 2025-12-05 | Hora: 22:31
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Bertrand | CPF: 118.161.11.46 | Prioridade: 69 | Data: 2025-12-05 | Hora: 22:31
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lilia | CPF: 145.22.87.231 | Prioridade: 220 | Data: 2025-12-05 | Hora: 23:11
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lilia | CPF: 145.22.87.231 | Prioridade: 220 | Data: 2025-12-05 | Hora: 23:11
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Caz | CPF: 116.160.251.78 | Prioridade: 959 | Data: 2025-12-05 | Hora: 23:39
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Caz | CPF: 116.160.251.78 | Prioridade: 959 | Data: 2025-12-05 | Hora: 23:39
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Liuka | CPF: 165.19.136.202 | Prioridade: 258 | Data: 2025-12-05 | Hora: 23:41
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Liuka | CPF: 165.19.136.202 | Prioridade: 258 | Data: 2025-12-05 | Hora: 23:41
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Cash | CPF: 107.165.175.224 | Prioridade: 247 | Data: 2025-12-05 | Hora: 23:55
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Cash | CPF: 107.165.175.224 | Prioridade: 247 | Data: 2025-12-05 | Hora: 23:55
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Malvin | CPF: 45.236.213.29 | Prioridade: 778 | Data: 2025-12-05 | Hora: 23:57
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Malvin | CPF: 45.236.213.29 | Prioridade: 778 | Data: 2025-12-05 | Hora: 23:57
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Rebeka | CPF: 169.43.182.162 | Prioridade: 377 | Data: 2025-12-06 | Hora: 13:26
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Rebeka | CPF: 169.43.182.162 | Prioridade: 377 | Data: 2025-12-06 | Hora: 13:26
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Emmott | CPF: 123.255.17.190 | Prioridade: 405 | Data: 2025-12-06 | Hora: 13:57
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Emmott | CPF: 123.255.17.190 | Prioridade: 405 | Data: 2025-12-06 | Hora: 13:57
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Bethina | CPF: 93.123.25.235 | Prioridade: 731 | Data: 2025-12-06 | Hora: 14:00
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Bethina | CPF: 93.123.25.235 | Prioridade: 731 | Data: 2025-12-06 | Hora: 14:00
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Fredrick | CPF: 182.27.110.181 | Prioridade: 788 | Data: 2025-12-06 | Hora: 14:04
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Fredrick | CPF: 182.27.110.181 | Prioridade: 788 | Data: 2025-12-06 | Hora: 14:04
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Katine | CPF: 130.158.156.157 | Prioridade: 930 | Data: 2025-12-06 | Hora: 14:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Katine | CPF: 130.158.156.157 | Prioridade: 930 | Data: 2025-12-06 | Hora: 14:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ambrosi | CPF: 213.16.18.253 | Prioridade: 933 | Data: 2025-12-06 | Hora: 14:25
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ambrosi | CPF: 213.16.18.253 | Prioridade: 933 | Data: 2025-12-06 | Hora: 14:25
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Sybilla | CPF: 59.158.67.100 | Prioridade: 83 | Data: 2025-12-06 | Hora: 14:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Sybilla | CPF: 59.158.67.100 | Prioridade: 83 | Data: 2025-12-06 | Hora: 14:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lillis | CPF: 21.66.84.199 | Prioridade: 955 | Data: 2025-12-06 | Hora: 15:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lillis | CPF: 21.66.84.199 | Prioridade: 955 | Data: 2025-12-06 | Hora: 15:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ram | CPF: 50.188.48.18 | Prioridade: 457 | Data: 2025-12-06 | Hora: 15:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ram | CPF: 50.188.48.18 | Prioridade: 457 | Data: 2025-12-06 | Hora: 15:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Zechariah | CPF: 202.131.211.234 | Prioridade: 734 | Data: 2025-12-06 | Hora: 15:57
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Zechariah | CPF: 202.131.211.234 | Prioridade: 734 | Data: 2025-12-06 | Hora: 15:57
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Joseph | CPF: 10.230.120.168 | Prioridade: 6 | Data: 2025-12-06 | Hora: 16:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Joseph | CPF: 10.230.120.168 | Prioridade: 6 | Data: 2025-12-06 | Hora: 16:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Abigail | CPF: 161.140.121.44 | Prioridade: 316 | Data: 2025-12-06 | Hora: 16:27
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Abigail | CPF: 161.140.121.44 | Prioridade: 316 | Data: 2025-12-06 | Hora: 16:27
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Allister | CPF: 86.153.152.39 | Prioridade: 42 | Data: 2025-12-06 | Hora: 16:55
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Allister | CPF: 86.153.152.39 | Prioridade: 42 | Data: 2025-12-06 | Hora: 16:55
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Rene | CPF: 223.180.171.237 | Prioridade: 853 | Data: 2025-12-06 | Hora: 17:17
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Rene | CPF: 223.180.171.237 | Prioridade: 853 | Data: 2025-12-06 | Hora: 17:17
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Debbi | CPF: 184.96.197.96 | Prioridade: 262 | Data: 2025-12-06 | Hora: 17:51
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Debbi | CPF: 184.96.197.96 | Prioridade: 262 | Data: 2025-12-06 | Hora: 17:51
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Daisie | CPF: 83.41.37.36 | Prioridade: 769 | Data: 2025-12-06 | Hora: 18:45
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Daisie | CPF: 83.41.37.36 | Prioridade: 769 | Data: 2025-12-06 | Hora: 18:45
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Winnah | CPF: 178.76.4.232 | Prioridade: 635 | Data: 2025-12-06 | Hora: 18:56
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Winnah | CPF: 178.76.4.232 | Prioridade: 635 | Data: 2025-12-06 | Hora: 18:56
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Langston | CPF: 36.193.108.109 | Prioridade: 623 | Data: 2025-12-06 | Hora: 19:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Langston | CPF: 36.193.108.109 | Prioridade: 623 | Data: 2025-12-06 | Hora: 19:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Keslie | CPF: 122.110.83.114 | Prioridade: 60 | Data: 2025-12-06 | Hora: 19:24
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Keslie | CPF: 122.110.83.114 | Prioridade: 60 | Data: 2025-12-06 | Hora: 19:24
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lilias | CPF: 137.76.121.241 | Prioridade: 283 | Data: 2025-12-06 | Hora: 19:48
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lilias | CPF: 137.76.121.241 | Prioridade: 283 | Data: 2025-12-06 | Hora: 19:48
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ronnie | CPF: 170.237.133.12 | Prioridade: 685 | Data: 2025-12-06 | Hora: 20:00
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ronnie | CPF: 170.237.133.12 | Prioridade: 685 | Data: 2025-12-06 | Hora: 20:00
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Benedikta | CPF: 196.57.192.245 | Prioridade: 395 | Data: 2025-12-06 | Hora: 21:01
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Benedikta | CPF: 196.57.192.245 | Prioridade: 395 | Data: 2025-12-06 | Hora: 21:01
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Zena | CPF: 205.247.105.183 | Prioridade: 45 | Data: 2025-12-06 | Hora: 21:32
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Zena | CPF: 205.247.105.183 | Prioridade: 45 | Data: 2025-12-06 | Hora: 21:32
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Claribel | CPF: 238.97.151.136 | Prioridade: 224 | Data: 2025-12-06 | Hora: 21:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Claribel | CPF: 238.97.151.136 | Prioridade: 224 | Data: 2025-12-06 | Hora: 21:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Robinet | CPF: 255.156.127.61 | Prioridade: 63 | Data: 2025-12-06 | Hora: 21:52
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Robinet | CPF: 255.156.127.61 | Prioridade: 63 | Data: 2025-12-06 | Hora: 21:52
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Pietro | CPF: 161.39.251.116 | Prioridade: 264 | Data: 2025-12-06 | Hora: 22:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Pietro | CPF: 161.39.251.116 | Prioridade: 264 | Data: 2025-12-06 | Hora: 22:05
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Nanice | CPF: 4.237.120.117 | Prioridade: 39 | Data: 2025-12-06 | Hora: 22:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Nanice | CPF: 4.237.120.117 | Prioridade: 39 | Data: 2025-12-06 | Hora: 22:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Isak | CPF: 41.84.41.193 | Prioridade: 674 | Data: 2025-12-06 | Hora: 23:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Isak | CPF: 41.84.41.193 | Prioridade: 674 | Data: 2025-12-06 | Hora: 23:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Nettie | CPF: 96.223.248.204 | Prioridade: 61 | Data: 2025-12-06 | Hora: 23:18
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Nettie | CPF: 96.223.248.204 | Prioridade: 61 | Data: 2025-12-06 | Hora: 23:18
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Hamish | CPF: 121.62.255.42 | Prioridade: 744 | Data: 2025-12-06 | Hora: 23:24
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Hamish | CPF: 121.62.255.42 | Prioridade: 744 | Data: 2025-12-06 | Hora: 23:24
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Carmelina | CPF: 62.87.124.178 | Prioridade: 672 | Data: 2025-12-06 | Hora: 23:29
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Carmelina | CPF: 62.87.124.178 | Prioridade: 672 | Data: 2025-12-06 | Hora: 23:29
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ramon | CPF: 102.166.94.49 | Prioridade: 53 | Data: 2025-12-06 | Hora: 23:42
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Ramon | CPF: 102.166.94.49 | Prioridade: 53 | Data: 2025-12-06 | Hora: 23:42
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Cesya | CPF: 11.159.66.5 | Prioridade: 57 | Data: 2025-12-07 | Hora: 13:32
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Cesya | CPF: 11.159.66.5 | Prioridade: 57 | Data: 2025-12-07 | Hora: 13:32
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lonnie | CPF: 139.17.154.71 | Prioridade: 574 | Data: 2025-12-07 | Hora: 13:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Lonnie | CPF: 139.17.154.71 | Prioridade: 574 | Data: 2025-12-07 | Hora: 13:36
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Klara | CPF: 122.2.60.30 | Prioridade: 755 | Data: 2025-12-07 | Hora: 13:37
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Klara | CPF: 122.2.60.30 | Prioridade: 755 | Data: 2025-12-07 | Hora: 13:37
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Thomas | CPF: 144.246.143.241 | Prioridade: 27 | Data: 2025-12-07 | Hora: 14:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Thomas | CPF: 144.246.143.241 | Prioridade: 27 | Data: 2025-12-07 | Hora: 14:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Kliment | CPF: 34.60.108.226 | Prioridade: 873 | Data: 2025-12-07 | Hora: 15:02
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Kliment | CPF: 34.60.108.226 | Prioridade: 873 | Data: 2025-12-07 | Hora: 15:02
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Dunstan | CPF: 171.38.214.131 | Prioridade: 454 | Data: 2025-12-07 | Hora: 15:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Dunstan | CPF: 171.38.214.131 | Prioridade: 454 | Data: 2025-12-07 | Hora: 15:13
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Judon | CPF: 27.211.75.0 | Prioridade: 94 | Data: 2025-12-07 | Hora: 15:19
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Judon | CPF: 27.211.75.0 | Prioridade: 94 | Data: 2025-12-07 | Hora: 15:19
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Mathilde | CPF: 193.78.159.135 | Prioridade: 85 | Data: 2025-12-07 | Hora: 15:46
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Mathilde | CPF: 193.78.159.135 | Prioridade: 85 | Data: 2025-12-07 | Hora: 15:46
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Gregoor | CPF: 217.202.132.111 | Prioridade: 196 | Data: 2025-12-07 | Hora: 15:47
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Gregoor | CPF: 217.202.132.111 | Prioridade: 196 | Data: 2025-12-07 | Hora: 15:47
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Baily | CPF: 56.236.59.124 | Prioridade: 906 | Data: 2025-12-07 | Hora: 15:51
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Baily | CPF: 56.236.59.124 | Prioridade: 906 | Data: 2025-12-07 | Hora: 15:51
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Danit | CPF: 108.239.206.231 | Prioridade: 834 | Data: 2025-12-07 | Hora: 15:55
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Danit | CPF: 108.239.206.231 | Prioridade: 834 | Data: 2025-12-07 | Hora: 15:55
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Maribel | CPF: 154.170.54.145 | Prioridade: 616 | Data: 2025-12-07 | Hora: 16:04
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Maribel | CPF: 154.170.54.145 | Prioridade: 616 | Data: 2025-12-07 | Hora: 16:04
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Artur | CPF: 56.71.37.73 | Prioridade: 412 | Data: 2025-12-07 | Hora: 16:15
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Artur | CPF: 56.71.37.73 | Prioridade: 412 | Data: 2025-12-07 | Hora: 16:15
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Dena | CPF: 38.242.37.97 | Prioridade: 110 | Data: 2025-12-07 | Hora: 16:25
[24/11/2025 16:09:49] ADIÇÃO - Cliente: Dena | CPF: 38.242.37.97 | Prioridade: 110 | Data: 2025-12-07 | Hora: 16:25
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Merwyn | CPF: 83.162.78.45 | Prioridade: 458 | Data: 2025-12-07 | Hora: 16:28
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Merwyn | CPF: 83.162.78.45 | Prioridade: 458 | Data: 2025-12-07 | Hora: 16:28
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Aloise | CPF: 231.238.67.77 | Prioridade: 293 | Data: 2025-12-07 | Hora: 16:49
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Aloise | CPF: 231.238.67.77 | Prioridade: 293 | Data: 2025-12-07 | Hora: 16:49
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Koo | CPF: 67.75.142.16 | Prioridade: 757 | Data: 2025-12-07 | Hora: 17:40
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Koo | CPF: 67.75.142.16 | Prioridade: 757 | Data: 2025-12-07 | Hora: 17:40
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Kliment | CPF: 127.6.121.187 | Prioridade: 964 | Data: 2025-12-07 | Hora: 17:44
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Kliment | CPF: 127.6.121.187 | Prioridade: 964 | Data: 2025-12-07 | Hora: 17:44
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Roderich | CPF: 180.58.35.248 | Prioridade: 163 | Data: 2025-12-07 | Hora: 18:42
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Roderich | CPF: 180.58.35.248 | Prioridade: 163 | Data: 2025-12-07 | Hora: 18:42
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Mitchael | CPF: 215.21.23.164 | Prioridade: 428 | Data: 2025-12-07 | Hora: 19:18
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Mitchael | CPF: 215.21.23.164 | Prioridade: 428 | Data: 2025-12-07 | Hora: 19:18
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Mortimer | CPF: 239.150.86.134 | Prioridade: 124 | Data: 2025-12-07 | Hora: 19:44
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Mortimer | CPF: 239.150.86.134 | Prioridade: 124 | Data: 2025-12-07 | Hora: 19:44
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Silvia | CPF: 114.187.77.24 | Prioridade: 892 | Data: 2025-12-07 | Hora: 19:49
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Silvia | CPF: 114.187.77.24 | Prioridade: 892 | Data: 2025-12-07 | Hora: 19:49
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Charmine | CPF: 107.78.191.228 | Prioridade: 663 | Data: 2025-12-07 | Hora: 20:20
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Charmine | CPF: 107.78.191.228 | Prioridade: 663 | Data: 2025-12-07 | Hora: 20:20
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Salim | CPF: 228.99.2.100 | Prioridade: 568 | Data: 2025-12-07 | Hora: 20:24
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Salim | CPF: 228.99.2.100 | Prioridade: 568 | Data: 2025-12-07 | Hora: 20:24
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Noah | CPF: 24.79.214.213 | Prioridade: 762 | Data: 2025-12-07 | Hora: 20:28
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Noah | CPF: 24.79.214.213 | Prioridade: 762 | Data: 2025-12-07 | Hora: 20:28
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Coreen | CPF: 242.37.73.79 | Prioridade: 144 | Data: 2025-12-07 | Hora: 22:35
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Coreen | CPF: 242.37.73.79 | Prioridade: 144 | Data: 2025-12-07 | Hora: 22:35
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Frannie | CPF: 113.61.231.162 | Prioridade: 949 | Data: 2025-12-07 | Hora: 23:49
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Frannie | CPF: 113.61.231.162 | Prioridade: 949 | Data: 2025-12-07 | Hora: 23:49
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Shirline | CPF: 137.188.205.51 | Prioridade: 321 | Data: 2025-12-07 | Hora: 23:54
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Shirline | CPF: 137.188.205.51 | Prioridade: 321 | Data: 2025-12-07 | Hora: 23:54
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Celisse | CPF: 37.157.15.141 | Prioridade: 583 | Data: 2025-12-08 | Hora: 13:54
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Celisse | CPF: 37.157.15.141 | Prioridade: 583 | Data: 2025-12-08 | Hora: 13:54
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Jake | CPF: 13.213.16.201 | Prioridade: 62 | Data: 2025-12-08 | Hora: 13:56
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Jake | CPF: 13.213.16.201 | Prioridade: 62 | Data: 2025-12-08 | Hora: 13:56
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Dana | CPF: 124.79.0.224 | Prioridade: 236 | Data: 2025-12-08 | Hora: 14:01
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Dana | CPF: 124.79.0.224 | Prioridade: 236 | Data: 2025-12-08 | Hora: 14:01
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Elwira | CPF: 142.168.96.86 | Prioridade: 924 | Data: 2025-12-08 | Hora: 14:06
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Elwira | CPF: 142.168.96.86 | Prioridade: 924 | Data: 2025-12-08 | Hora: 14:06
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Jyoti | CPF: 167.195.230.61 | Prioridade: 690 | Data: 2025-12-08 | Hora: 14:18
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Jyoti | CPF: 167.195.230.61 | Prioridade: 690 | Data: 2025-12-08 | Hora: 14:18
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Chandler | CPF: 98.118.119.46 | Prioridade: 721 | Data: 2025-12-08 | Hora: 14:19
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Chandler | CPF: 98.118.119.46 | Prioridade: 721 | Data: 2025-12-08 | Hora: 14:19
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Hoebart | CPF: 191.151.254.74 | Prioridade: 844 | Data: 2025-12-08 | Hora: 14:28
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Hoebart | CPF: 191.151.254.74 | Prioridade: 844 | Data: 2025-12-08 | Hora: 14:28
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Briny | CPF: 29.29.99.209 | Prioridade: 840 | Data: 2025-12-08 | Hora: 14:33
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Briny | CPF: 29.29.99.209 | Prioridade: 840 | Data: 2025-12-08 | Hora: 14:33
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Dian | CPF: 173.14.93.93 | Prioridade: 206 | Data: 2025-12-08 | Hora: 14:56
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Dian | CPF: 173.14.93.93 | Prioridade: 206 | Data: 2025-12-08 | Hora: 14:56
[24/11/2025 16:09:50] ADIÇÃO - Cliente: Che | CPF: 51.120.201.37 | Prioridade: 655 | Data: 2025-12-08 | Hora: 15:50
